id,time,city,job,number_employees,major,level
1900,1698127559000,Hà Nội,ReactJs,1,Công nghệ thông tin,fresher
1901,1713738638000,Hà Nội,Python Developer,3,Công nghệ thông tin,middle
1902,1687350966000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,junior
1903,1675211088000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,middle
1904,1708646515000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,intern
1905,1689857263000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,senior
1906,1684951819000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,fresher
1907,1693969226000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,senior
1908,1676194435000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,middle
1909,1705695583000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,intern
1910,1695397155000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,junior
1911,1689338797000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,fresher
1912,1686343089000,Hà Nội,Java Developer,3,Công nghệ thông tin,senior
1913,1709826031000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,junior
1914,1690011158000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,senior
1915,1688578764000,Hà Nội,Backend Developer,1,Công nghệ thông tin,fresher
1916,1717148182000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,intern
1917,1708928421000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,fresher
1918,1693977005000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,intern
1919,1692567608000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,senior
1920,1677546696000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,intern
1921,1697485501000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,fresher
1922,1684359585000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,intern
1923,1681076794000,Hà Nội,NodeJs,3,Công nghệ thông tin,intern
1924,1714535058000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,intern
1925,1683769467000,Hà Nội,Java Developer,3,Công nghệ thông tin,fresher
1926,1697993319000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,fresher
1927,1686284582000,Hà Nội,Java Developer,1,Công nghệ thông tin,intern
1928,1687399814000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,intern
1929,1696745958000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,junior
1930,1682515516000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,senior
1931,1705644038000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,fresher
1932,1714148557000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,middle
1933,1706559794000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,fresher
1934,1700123637000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,intern
1935,1672897373000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,intern
1936,1686086828000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,fresher
1937,1692805581000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,fresher
1938,1684097571000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,middle
1939,1705014682000,Hà Nội,Java Developer,2,Công nghệ thông tin,senior
1940,1708483167000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,middle
1941,1683096525000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,middle
1942,1713539109000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,senior
1943,1675992565000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,senior
1944,1700026426000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,fresher
1945,1702147518000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,junior
1946,1677956696000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,intern
1947,1686242745000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,junior
1948,1678177837000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,middle
1949,1714928486000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,senior
1950,1702045595000,Hà Nội,Backend Developer,3,Công nghệ thông tin,senior
1951,1684871106000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,intern
1952,1673940189000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,fresher
1953,1673867132000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,middle
1954,1706519317000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,intern
1955,1673701609000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,fresher
1956,1684032121000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,intern
1957,1710157375000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,fresher
1958,1673481464000,Hà Nội,Python Developer,3,Công nghệ thông tin,senior
1959,1706170845000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,fresher
1960,1711461781000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,fresher
1961,1673261274000,Hà Nội,ReactJs,2,Công nghệ thông tin,senior
1962,1675286002000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,intern
1963,1677898208000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,intern
1964,1681414161000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,senior
1965,1701547013000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,intern
1966,1711996206000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,fresher
1967,1689308479000,Hà Nội,Python Developer,1,Công nghệ thông tin,fresher
1968,1700609058000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,junior
1969,1678817994000,Hà Nội,Backend Developer,1,Công nghệ thông tin,fresher
1970,1704953573000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,middle
1971,1694226537000,Hà Nội,Python Developer,2,Công nghệ thông tin,fresher
1972,1675347203000,Hà Nội,Data Scientist,1,Công nghệ thông tin,middle
1973,1690972367000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,junior
1974,1680978404000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,fresher
1975,1681992028000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,intern
1976,1704244359000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,fresher
1977,1699993068000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,senior
1978,1690374428000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,fresher
1979,1701695078000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,senior
1980,1682329881000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,intern
1981,1702933055000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,intern
1982,1711083167000,Hà Nội,Backend Developer,1,Công nghệ thông tin,middle
1983,1692458754000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,senior
1984,1689496674000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,junior
1985,1714681433000,Hà Nội,Python Developer,1,Công nghệ thông tin,senior
1986,1694405707000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,senior
1987,1706355513000,Hà Nội,Data Scientist,2,Công nghệ thông tin,middle
1988,1681377253000,Hà Nội,Python Developer,1,Công nghệ thông tin,fresher
1989,1686768596000,Hồ Chí Minh,NodeJs,1,Công nghệ thông tin,middle
1990,1695885414000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,fresher
1991,1686594567000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,intern
1992,1689989753000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,middle
1993,1713993701000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,fresher
1994,1688164727000,Hà Nội,NodeJs,2,Công nghệ thông tin,senior
1995,1697700098000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,senior
1996,1701404606000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,junior
1997,1687441299000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,intern
1998,1692386374000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,fresher
1999,1681666176000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,middle
2000,1687933354000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,intern
2001,1701050349000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,fresher
2002,1674119089000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,middle
2003,1715052881000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,fresher
2004,1715804767000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,senior
2005,1704207158000,Hà Nội,Backend Developer,2,Công nghệ thông tin,fresher
2006,1710927465000,Hà Nội,NodeJs,2,Công nghệ thông tin,intern
2007,1700739089000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,middle
2008,1676947071000,Hà Nội,NodeJs,1,Công nghệ thông tin,middle
2009,1704418713000,Hà Nội,Java Developer,2,Công nghệ thông tin,junior
2010,1681454228000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
2011,1685987557000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,junior
2012,1708998653000,Đà Nẵng,Python Developer,2,Công nghệ thông tin,senior
2013,1687546007000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,middle
2014,1702706562000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,intern
2015,1679574608000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,intern
2016,1714197853000,Hà Nội,ReactJs,3,Công nghệ thông tin,junior
2017,1713984872000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,middle
2018,1707265757000,Hà Nội,Python Developer,3,Công nghệ thông tin,junior
2019,1693924139000,Hồ Chí Minh,Python Developer,3,Công nghệ thông tin,middle
2020,1713153771000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,intern
2021,1697361820000,Đà Nẵng,Frontend Developer,3,Công nghệ thông tin,fresher
2022,1709237283000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,intern
2023,1707958416000,Hồ Chí Minh,Java Developer,3,Công nghệ thông tin,senior
2024,1706382652000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,middle
2025,1682643076000,Hà Nội,NodeJs,3,Công nghệ thông tin,junior
2026,1685152583000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,senior
2027,1682578266000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,middle
2028,1689048885000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,junior
2029,1676204486000,Hà Nội,NodeJs,1,Công nghệ thông tin,intern
2030,1692181632000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,senior
2031,1677576325000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,intern
2032,1710607233000,Hà Nội,Backend Developer,3,Công nghệ thông tin,junior
2033,1689672567000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,fresher
2034,1703287001000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,middle
2035,1707870665000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,middle
2036,1713573531000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
2037,1704994477000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,junior
2038,1694565425000,Hà Nội,Java Developer,2,Công nghệ thông tin,fresher
2039,1711937654000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,junior
2040,1681573494000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,middle
2041,1673891229000,Hà Nội,ReactJs,2,Công nghệ thông tin,senior
2042,1707704482000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,middle
2043,1688610281000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,fresher
2044,1688744731000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,senior
2045,1688820462000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,junior
2046,1710621886000,Hà Nội,Java Developer,3,Công nghệ thông tin,junior
2047,1707699392000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,middle
2048,1688245424000,Hà Nội,Python Developer,2,Công nghệ thông tin,senior
2049,1693847240000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,fresher
2050,1681675246000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,senior
2051,1692495336000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,intern
2052,1690178176000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,junior
2053,1692597164000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,middle
2054,1698652761000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,intern
2055,1685560045000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,senior
2056,1709518954000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,senior
2057,1679164681000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,senior
2058,1672548992000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,intern
2059,1699487404000,Hà Nội,Data Scientist,3,Công nghệ thông tin,middle
2060,1698526131000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,junior
2061,1680355241000,Hà Nội,ReactJs,3,Công nghệ thông tin,fresher
2062,1689891355000,Hồ Chí Minh,Python Developer,1,Công nghệ thông tin,junior
2063,1700734823000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,middle
2064,1691978642000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,intern
2065,1684350820000,Hà Nội,Backend Developer,2,Công nghệ thông tin,junior
2066,1681428711000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,middle
2067,1699106976000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,senior
2068,1682573542000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,intern
2069,1699422279000,Hà Nội,Backend Developer,2,Công nghệ thông tin,junior
2070,1688533131000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,fresher
2071,1675315751000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,fresher
2072,1684318222000,Hà Nội,NodeJs,1,Công nghệ thông tin,middle
2073,1688220727000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
2074,1709055192000,Hà Nội,Frontend Developer,2,Công nghệ thông tin,fresher
2075,1687676443000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,junior
2076,1711002515000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,middle
2077,1717145142000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,senior
2078,1675841361000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,intern
2079,1705001433000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,fresher
2080,1682051121000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,middle
2081,1714419030000,Hồ Chí Minh,NodeJs,3,Công nghệ thông tin,middle
2082,1711733036000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,fresher
2083,1676757416000,Đà Nẵng,NodeJs,3,Công nghệ thông tin,senior
2084,1703426699000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,fresher
2085,1709898486000,Hà Nội,Java Developer,2,Công nghệ thông tin,junior
2086,1684151704000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,junior
2087,1713051127000,Hà Nội,ReactJs,3,Công nghệ thông tin,senior
2088,1687425809000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,fresher
2089,1697417785000,Đà Nẵng,ReactJs,1,Công nghệ thông tin,intern
2090,1690332326000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,junior
2091,1698357790000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,junior
2092,1710624340000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,middle
2093,1700919497000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,junior
2094,1675760014000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,intern
2095,1700957762000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,fresher
2096,1685846779000,Hà Nội,DevOps Engineer,2,Công nghệ thông tin,intern
2097,1693102017000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,middle
2098,1683679115000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,junior
2099,1677788518000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,senior
2100,1709524596000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,middle
2101,1686097979000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,fresher
2102,1690014679000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,junior
2103,1675139911000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,middle
2104,1700795759000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,intern
2105,1697919207000,Hà Nội,Data Scientist,1,Công nghệ thông tin,middle
2106,1676205948000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,intern
2107,1702848139000,Hà Nội,ReactJs,3,Công nghệ thông tin,intern
2108,1684992692000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,junior
2109,1695216732000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,fresher
2110,1714441170000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,fresher
2111,1707371066000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,fresher
2112,1672764622000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,middle
2113,1699328896000,Hồ Chí Minh,Data Scientist,2,Công nghệ thông tin,intern
2114,1713773046000,Hà Nội,DevOps Engineer,1,Công nghệ thông tin,middle
2115,1697508466000,Hà Nội,Frontend Developer,1,Công nghệ thông tin,fresher
2116,1692912421000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,intern
2117,1677368538000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,middle
2118,1704124352000,Đà Nẵng,DevOps Engineer,2,Công nghệ thông tin,senior
2119,1673738957000,Hà Nội,NodeJs,3,Công nghệ thông tin,fresher
2120,1693033139000,Hà Nội,ReactJs,1,Công nghệ thông tin,middle
2121,1691082154000,Hà Nội,Data Scientist,2,Công nghệ thông tin,middle
2122,1688434488000,Hà Nội,Data Scientist,3,Công nghệ thông tin,senior
2123,1699580075000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,middle
2124,1674905044000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,senior
2125,1712556678000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,middle
2126,1686851203000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,senior
2127,1682120774000,Đà Nẵng,NodeJs,2,Công nghệ thông tin,junior
2128,1686996534000,Hà Nội,Data Scientist,2,Công nghệ thông tin,fresher
2129,1696971793000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,intern
2130,1687878345000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,junior
2131,1700977160000,Hà Nội,Java Developer,2,Công nghệ thông tin,fresher
2132,1693535109000,Hà Nội,NodeJs,2,Công nghệ thông tin,fresher
2133,1674830431000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,junior
2134,1701203432000,Hà Nội,Java Developer,2,Công nghệ thông tin,middle
2135,1689832615000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,fresher
2136,1687695852000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,senior
2137,1678837913000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,junior
2138,1717093728000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,senior
2139,1672875869000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,middle
2140,1707235267000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,intern
2141,1684766273000,Hà Nội,Data Scientist,1,Công nghệ thông tin,senior
2142,1678664039000,Đà Nẵng,ReactJs,3,Công nghệ thông tin,middle
2143,1706517962000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,intern
2144,1674959908000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,intern
2145,1687985984000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,senior
2146,1688959829000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,intern
2147,1696044730000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,senior
2148,1715733343000,Hà Nội,Backend Developer,2,Công nghệ thông tin,fresher
2149,1693386398000,Hà Nội,Python Developer,3,Công nghệ thông tin,junior
2150,1700823259000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,fresher
2151,1677610066000,Hồ Chí Minh,Java Developer,1,Công nghệ thông tin,junior
2152,1679155808000,Hà Nội,Backend Developer,2,Công nghệ thông tin,fresher
2153,1676463940000,Đà Nẵng,NodeJs,1,Công nghệ thông tin,fresher
2154,1675903621000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,fresher
2155,1705448465000,Đà Nẵng,Frontend Developer,1,Công nghệ thông tin,intern
2156,1708537366000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,junior
2157,1676447190000,Hồ Chí Minh,Data Scientist,3,Công nghệ thông tin,middle
2158,1710794335000,Hà Nội,Java Developer,3,Công nghệ thông tin,intern
2159,1696579880000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,intern
2160,1691540739000,Hà Nội,Frontend Developer,3,Công nghệ thông tin,middle
2161,1697468439000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,middle
2162,1706296661000,Hồ Chí Minh,Java Developer,2,Công nghệ thông tin,senior
2163,1715983813000,Hà Nội,ReactJs,2,Công nghệ thông tin,senior
2164,1716659186000,Hà Nội,ReactJs,1,Công nghệ thông tin,intern
2165,1690987975000,Hà Nội,Java Developer,3,Công nghệ thông tin,fresher
2166,1682869107000,Hà Nội,ReactJs,3,Công nghệ thông tin,junior
2167,1684601874000,Đà Nẵng,DevOps Engineer,1,Công nghệ thông tin,junior
2168,1715154640000,Hà Nội,ReactJs,3,Công nghệ thông tin,intern
2169,1716795014000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,middle
2170,1681657058000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,intern
2171,1687844039000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,middle
2172,1677332428000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,fresher
2173,1691201158000,Đà Nẵng,DevOps Engineer,3,Công nghệ thông tin,intern
2174,1716379900000,Hà Nội,Python Developer,1,Công nghệ thông tin,senior
2175,1707598878000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,senior
2176,1678011550000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,intern
2177,1695535100000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,junior
2178,1702016879000,Đà Nẵng,Python Developer,1,Công nghệ thông tin,junior
2179,1676513764000,Hồ Chí Minh,Python Developer,3,Công nghệ thông tin,middle
2180,1680709228000,Hồ Chí Minh,Frontend Developer,2,Công nghệ thông tin,senior
2181,1707807790000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,junior
2182,1693564155000,Hà Nội,Backend Developer,1,Công nghệ thông tin,fresher
2183,1704042502000,Đà Nẵng,Data Scientist,1,Công nghệ thông tin,intern
2184,1694721366000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,middle
2185,1682284462000,Hồ Chí Minh,ReactJs,3,Công nghệ thông tin,middle
2186,1700670583000,Đà Nẵng,Backend Developer,2,Công nghệ thông tin,middle
2187,1685978280000,Hồ Chí Minh,Frontend Developer,1,Công nghệ thông tin,intern
2188,1682243094000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,middle
2189,1685139203000,Hồ Chí Minh,DevOps Engineer,2,Công nghệ thông tin,intern
2190,1697160165000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,fresher
2191,1674543446000,Hà Nội,DevOps Engineer,3,Công nghệ thông tin,middle
2192,1707585436000,Đà Nẵng,Python Developer,3,Công nghệ thông tin,middle
2193,1676576042000,Hà Nội,NodeJs,3,Công nghệ thông tin,middle
2194,1688760786000,Hà Nội,Python Developer,1,Công nghệ thông tin,fresher
2195,1709820637000,Đà Nẵng,Data Scientist,3,Công nghệ thông tin,middle
2196,1713962906000,Hồ Chí Minh,DevOps Engineer,1,Công nghệ thông tin,fresher
2197,1673107937000,Hà Nội,ReactJs,2,Công nghệ thông tin,intern
2198,1698026155000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,junior
2199,1709274455000,Hồ Chí Minh,Python Developer,3,Công nghệ thông tin,middle
2200,1690549051000,Hà Nội,Python Developer,1,Công nghệ thông tin,intern
2201,1682236021000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
2202,1680005788000,Hà Nội,Java Developer,2,Công nghệ thông tin,middle
2203,1684962635000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,fresher
2204,1709800746000,Hà Nội,Java Developer,1,Công nghệ thông tin,intern
2205,1685575177000,Hà Nội,Python Developer,1,Công nghệ thông tin,senior
2206,1679008461000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,fresher
2207,1716077702000,Hà Nội,Data Scientist,1,Công nghệ thông tin,senior
2208,1679198363000,Hồ Chí Minh,Python Developer,2,Công nghệ thông tin,fresher
2209,1692833337000,Đà Nẵng,Data Scientist,2,Công nghệ thông tin,junior
2210,1698856199000,Hà Nội,Java Developer,2,Công nghệ thông tin,middle
2211,1699254904000,Đà Nẵng,Frontend Developer,2,Công nghệ thông tin,intern
2212,1690223129000,Hà Nội,NodeJs,3,Công nghệ thông tin,senior
2213,1709514259000,Hà Nội,Backend Developer,1,Công nghệ thông tin,middle
2214,1682865637000,Hà Nội,Data Scientist,1,Công nghệ thông tin,fresher
2215,1688047615000,Hồ Chí Minh,Frontend Developer,3,Công nghệ thông tin,intern
2216,1674444901000,Hà Nội,Backend Developer,3,Công nghệ thông tin,fresher
2217,1677345689000,Hà Nội,Backend Developer,3,Công nghệ thông tin,senior
2218,1699018020000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,intern
2219,1712989840000,Đà Nẵng,Java Developer,3,Công nghệ thông tin,junior
2220,1712060114000,Hồ Chí Minh,Backend Developer,3,Công nghệ thông tin,intern
2221,1692595879000,Hồ Chí Minh,Backend Developer,1,Công nghệ thông tin,middle
2222,1700963356000,Hồ Chí Minh,ReactJs,1,Công nghệ thông tin,intern
2223,1682724239000,Hồ Chí Minh,Data Scientist,1,Công nghệ thông tin,junior
2224,1687669406000,Đà Nẵng,Backend Developer,1,Công nghệ thông tin,senior
2225,1682228098000,Hà Nội,Python Developer,3,Công nghệ thông tin,middle
2226,1681627151000,Hồ Chí Minh,ReactJs,2,Công nghệ thông tin,junior
2227,1686954271000,Hà Nội,NodeJs,3,Công nghệ thông tin,intern
2228,1715312618000,Hồ Chí Minh,Backend Developer,2,Công nghệ thông tin,senior
2229,1697063955000,Đà Nẵng,ReactJs,2,Công nghệ thông tin,intern
2230,1716554654000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,intern
2231,1674430526000,Hồ Chí Minh,NodeJs,2,Công nghệ thông tin,junior
2232,1684623533000,Đà Nẵng,Java Developer,1,Công nghệ thông tin,junior
2233,1712718017000,Đà Nẵng,Backend Developer,3,Công nghệ thông tin,senior
2234,1716494219000,Hà Nội,Data Scientist,1,Công nghệ thông tin,fresher
2235,1715446656000,Đà Nẵng,Java Developer,2,Công nghệ thông tin,junior
2236,1710654256000,Hà Nội,NodeJs,1,Công nghệ thông tin,junior
2237,1710354189000,Hồ Chí Minh,DevOps Engineer,3,Công nghệ thông tin,middle
